sale_id,sale_date,product_id,quantity,customer_id,total_amount,rating
9840,2024-07-26,4,19,48,11400,5
10073,2024-08-23,4,12,48,7200,5
2041,2023-07-09,2,13,48,11700,4
2718,2023-09-04,24,12,48,6000,5
5541,2023-12-08,10,8,48,14400,4
5562,2023-12-09,7,13,48,19500,5
7230,2024-02-07,1,10,48,3500,5
970,2023-03-31,13,8,48,3600,4
1571,2023-05-23,9,16,48,11200,4
1627,2023-05-29,1,19,48,6650,4
2870,2023-09-09,22,20,48,8000,5
3361,2023-09-25,22,14,48,5600,4
3252,2023-09-21,24,18,48,9000,5
6256,2024-01-02,14,9,48,2880,4
667,2023-03-03,19,11,48,3300,4
8260,2024-03-10,4,16,48,9600,4
8688,2024-03-25,3,18,48,4500,5
8705,2024-03-26,2,10,48,9000,4
9540,2024-06-17,2,16,48,14400,5
10343,2024-09-26,4,9,48,5400,5
1635,2023-05-29,24,7,48,3500,5
1064,2023-04-08,11,5,49,2750,4
1347,2023-05-03,19,9,49,2700,4
1367,2023-05-04,20,16,49,12800,4
2125,2023-07-17,13,12,49,5400,4
2248,2023-07-27,8,10,49,7500,5
2634,2023-09-01,24,12,49,6000,5
3752,2023-10-07,7,13,49,19500,5
4583,2023-11-06,8,16,49,12000,5
5400,2023-12-03,8,8,49,6000,5
7219,2024-02-06,4,5,49,3000,4
7601,2024-02-18,4,6,49,3600,5
8464,2024-03-17,4,9,49,5400,5
8617,2024-03-23,2,5,49,4500,4
8838,2024-03-31,1,16,49,5600,5
8859,2024-03-31,4,19,49,11400,5
9393,2024-05-27,2,7,49,6300,5
10184,2024-09-07,2,14,49,12600,4
80,2023-01-10,8,18,49,13500,4
405,2023-02-09,14,20,49,6400,4
422,2023-02-10,20,5,49,4000,5
594,2023-02-26,3,10,49,2500,5
680,2023-03-04,14,8,49,2560,5
2720,2023-09-04,24,6,49,3000,4
3464,2023-09-28,24,14,49,7000,5
3675,2023-10-05,7,6,49,9000,4
3851,2023-10-11,7,8,49,12000,5
5624,2023-12-11,8,19,49,14250,5
8333,2024-03-13,3,20,49,5000,5
8589,2024-03-22,2,16,49,14400,4
10371,2024-09-30,2,9,49,8100,5
2767,2023-09-06,24,19,49,9500,4
3332,2023-09-24,22,15,49,6000,5
3919,2023-10-13,11,10,49,5500,5
4751,2023-11-12,6,7,49,8400,4
7001,2024-01-29,2,14,49,12600,5
10333,2024-09-25,4,8,49,4800,5
4643,2023-11-08,11,19,49,10450,5
7411,2024-02-12,2,7,49,6300,4
2705,2023-09-04,24,13,49,6500,5
6079,2023-12-27,14,11,49,3520,4
745,2023-03-09,22,15,49,6000,5
1855,2023-06-19,12,12,49,3600,5
4095,2023-10-20,8,15,49,11250,5
9713,2024-07-09,2,5,49,4500,4
445,2023-02-13,7,20,50,30000,5
1516,2023-05-18,10,5,50,9000,4
6919,2024-01-26,2,7,50,6300,4
7280,2024-02-08,3,18,50,4500,4
9132,2024-05-01,3,7,50,1750,5
10373,2024-09-30,3,11,50,2750,5
1805,2023-06-13,28,16,50,4800,5
2284,2023-07-31,1,6,50,2100,5
4063,2023-10-19,4,14,50,8400,5
4253,2023-10-26,6,17,50,20400,4
5449,2023-12-05,8,20,50,15000,5
5958,2023-12-23,14,7,50,2240,4
6759,2024-01-20,3,14,50,3500,4
6951,2024-01-27,2,8,50,7200,4
8343,2024-03-14,1,17,50,5950,5
8860,2024-03-31,4,8,50,4800,4
9919,2024-08-05,4,10,50,6000,4
10078,2024-08-24,3,5,50,1250,4
10096,2024-08-27,1,14,50,4900,4
644,2023-03-02,5,13,50,5850,4
814,2023-03-15,17,15,50,9000,4
4717,2023-11-11,5,6,50,2700,4
4963,2023-11-19,5,11,50,4950,5
5587,2023-12-10,4,8,50,4800,4
8162,2024-03-07,2,15,50,13500,5
9830,2024-07-25,3,19,50,4750,4
2404,2023-08-11,24,20,50,10000,4
4546,2023-11-05,6,5,50,6000,4
7915,2024-03-01,1,10,50,3500,5
1354,2023-05-04,3,12,50,3000,5
9697,2024-07-07,2,14,50,12600,5
1649,2023-05-31,17,20,50,12000,5
3991,2023-10-16,4,18,50,10800,4
5824,2023-12-19,5,17,50,7650,5
8077,2024-03-04,4,20,50,12000,4
738,2023-03-09,9,11,51,7700,4
2010,2023-07-06,5,20,51,9000,4
5318,2023-12-01,8,14,51,10500,4
6634,2024-01-15,4,7,51,4200,5
7692,2024-02-22,2,5,51,4500,4
7735,2024-02-24,1,18,51,6300,4
9671,2024-07-03,4,10,51,6000,5
10116,2024-08-29,4,20,51,12000,4
501,2023-02-17,25,9,51,5400,5
559,2023-02-23,9,16,51,11200,4
2032,2023-07-08,9,12,51,8400,5
2159,2023-07-20,12,19,51,5700,5
3004,2023-09-14,21,15,51,9750,5
3091,2023-09-17,21,12,51,7800,4
3410,2023-09-27,21,5,51,3250,5
4203,2023-10-24,6,7,51,8400,4
4406,2023-11-01,7,6,51,9000,4
5406,2023-12-04,2,11,51,9900,4
5581,2023-12-10,3,20,51,5000,5
5981,2023-12-24,14,16,51,5120,4
6526,2024-01-12,2,8,51,7200,5
7111,2024-02-02,3,6,51,1500,5
7957,2024-03-01,4,7,51,4200,4
8713,2024-03-26,3,10,51,2500,5
9547,2024-06-18,1,7,51,2450,4
9640,2024-06-30,1,10,51,3500,5
10058,2024-08-22,2,7,51,6300,4
132,2023-01-16,5,14,51,6300,5
1210,2023-04-22,18,17,51,7650,5
1357,2023-05-04,8,18,51,13500,4
3558,2023-10-01,23,13,51,3250,4
4016,2023-10-17,7,11,51,16500,4
5546,2023-12-09,2,20,51,18000,5
8510,2024-03-19,2,10,51,9000,4
9721,2024-07-10,2,5,51,4500,4
10356,2024-09-28,4,13,51,7800,4
6141,2023-12-29,14,12,51,3840,4
2327,2023-08-03,24,17,51,8500,5
9781,2024-07-19,3,19,51,4750,5
1306,2023-04-30,26,7,51,6300,4
3890,2023-10-12,9,9,51,6300,4
5744,2023-12-16,8,19,51,14250,5
7471,2024-02-14,1,5,51,1750,5
7525,2024-02-16,2,14,51,12600,4
9380,2024-05-26,3,13,51,3250,5
1897,2023-06-24,24,16,52,8000,5
2110,2023-07-16,9,7,52,4900,4
3408,2023-09-26,24,8,52,4000,4
3644,2023-10-04,5,18,52,8100,5
4070,2023-10-19,5,12,52,5400,5
5005,2023-11-20,10,19,52,34200,4
5210,2023-11-28,7,11,52,16500,4
6811,2024-01-22,1,11,52,3850,4
7656,2024-02-21,2,6,52,5400,5
8271,2024-03-11,2,6,52,5400,5
9553,2024-06-18,3,8,52,2000,4
221,2023-01-24,7,11,52,16500,4
543,2023-02-22,9,14,52,9800,4
787,2023-03-13,8,19,52,14250,4
1163,2023-04-17,20,8,52,6400,4
1497,2023-05-16,22,9,52,3600,4
1821,2023-06-15,9,14,52,9800,4
2322,2023-08-03,24,17,52,8500,4
3090,2023-09-17,21,13,52,8450,5
3599,2023-10-02,21,13,52,8450,4
3711,2023-10-06,7,14,52,21000,5
5156,2023-11-26,9,16,52,11200,5
6065,2023-12-26,14,16,52,5120,5
6665,2024-01-16,4,8,52,4800,4
8810,2024-03-29,4,19,52,11400,4
10135,2024-09-03,1,5,52,1750,5
1042,2023-04-06,15,18,52,6300,4
1117,2023-04-13,2,7,52,6300,5
1240,2023-04-24,27,13,52,2600,4
1763,2023-06-09,8,14,52,10500,4
2176,2023-07-21,13,6,52,2700,4
2527,2023-08-24,24,13,52,6500,4
2607,2023-08-31,24,17,52,8500,4
2951,2023-09-11,23,16,52,4000,5
3089,2023-09-17,21,10,52,6500,4
3287,2023-09-22,24,17,52,8500,4
4171,2023-10-23,5,16,52,7200,4
4435,2023-11-02,4,20,52,12000,5
4587,2023-11-06,11,15,52,8250,4
4688,2023-11-10,7,17,52,25500,5
6327,2024-01-05,14,16,52,5120,4
6666,2024-01-16,4,9,52,5400,5
3633,2023-10-03,11,20,52,11000,4
2055,2023-07-10,15,20,52,7000,5
5955,2023-12-23,14,16,52,5120,5
5996,2023-12-24,14,5,52,1600,5
6040,2023-12-26,14,15,52,4800,4
6795,2024-01-21,2,12,52,10800,5
9515,2024-06-14,1,12,52,4200,5
3616,2023-10-03,4,10,52,6000,4
3293,2023-09-23,21,10,53,6500,5
3324,2023-09-23,24,9,53,4500,4
8304,2024-03-12,2,13,53,11700,4
430,2023-02-11,17,16,53,9600,5
1415,2023-05-09,6,17,53,20400,5
2364,2023-08-08,24,12,53,6000,4
3093,2023-09-17,21,5,53,3250,5
3190,2023-09-19,24,15,53,7500,5
3430,2023-09-27,24,12,53,6000,5
3885,2023-10-12,8,19,53,14250,5
5781,2023-12-18,1,20,53,7000,4
6299,2024-01-04,14,19,53,6080,4
6699,2024-01-18,2,9,53,8100,4
7024,2024-01-29,4,11,53,6600,4
7826,2024-02-27,1,15,53,5250,5
7904,2024-02-29,4,13,53,7800,4
9243,2024-05-11,3,9,53,2250,5
1095,2023-04-10,7,14,53,21000,5
3274,2023-09-22,23,19,53,4750,4
4965,2023-11-19,6,9,53,10800,4
7895,2024-02-29,3,18,53,4500,4
701,2023-03-05,19,19,53,5700,4
3202,2023-09-20,21,17,53,11050,5
1963,2023-07-01,26,20,53,18000,5
3307,2023-09-23,23,19,53,4750,4
7198,2024-02-06,1,14,53,4900,5
3133,2023-09-18,22,16,53,6400,4
10145,2024-09-03,4,9,53,5400,4
1291,2023-04-28,22,11,54,4400,5
3569,2023-10-01,24,11,54,5500,5
3971,2023-10-15,7,11,54,16500,4
4152,2023-10-22,10,11,54,19800,5
4425,2023-11-02,1,20,54,7000,4
6331,2024-01-05,14,7,54,2240,5
7403,2024-02-12,2,8,54,7200,4
8061,2024-03-04,2,6,54,5400,4
8128,2024-03-06,1,19,54,6650,5
8347,2024-03-14,1,14,54,4900,5
8366,2024-03-14,4,16,54,9600,5
8921,2024-04-07,2,8,54,7200,4
9109,2024-04-30,1,13,54,4550,5
1130,2023-04-14,9,19,54,13300,4
1625,2023-05-28,26,16,54,14400,4
2778,2023-09-06,24,20,54,10000,4
5176,2023-11-27,5,5,54,2250,4
6591,2024-01-14,1,18,54,6300,4
7740,2024-02-24,1,19,54,6650,4
8135,2024-03-06,2,17,54,15300,5
8249,2024-03-10,2,18,54,16200,4
8548,2024-03-20,4,19,54,11400,5
8842,2024-03-31,2,6,54,5400,4
9104,2024-04-28,4,17,54,10200,4
1168,2023-04-18,10,7,54,12600,5
2539,2023-08-25,24,5,54,2500,5
4701,2023-11-10,10,9,54,16200,5
4796,2023-11-13,10,13,54,23400,5
7912,2024-03-01,1,8,54,2800,5
8349,2024-03-14,1,5,54,1750,5
8923,2024-04-07,4,17,54,10200,5
10318,2024-09-24,4,10,54,6000,4
3639,2023-10-04,2,8,54,7200,4
5710,2023-12-15,6,11,54,13200,5
8145,2024-03-06,3,14,54,3500,5
8975,2024-04-14,3,16,54,4000,5
3049,2023-09-15,23,8,54,2000,5
3096,2023-09-17,22,7,54,2800,4
5209,2023-11-28,5,19,54,8550,4
2405,2023-08-12,24,15,54,7500,5
7775,2024-02-25,2,8,54,7200,4
963,2023-03-31,2,13,55,11700,5
1601,2023-05-26,17,20,55,12000,5
3682,2023-10-05,8,17,55,12750,5
4761,2023-11-12,9,6,55,4200,5
5407,2023-12-04,3,18,55,4500,5
7096,2024-02-01,4,6,55,3600,5
7474,2024-02-14,2,5,55,4500,4
9391,2024-05-27,2,12,55,10800,5
557,2023-02-23,6,6,55,7200,5
2025,2023-07-07,25,20,55,12000,5
2976,2023-09-12,24,12,55,6000,4
3715,2023-10-06,9,14,55,9800,4
4769,2023-11-13,2,15,55,13500,4
5899,2023-12-21,14,11,55,3520,5
6339,2024-01-05,14,13,55,4160,5
10222,2024-09-13,1,20,55,7000,4
401,2023-02-09,6,17,55,20400,4
677,2023-03-04,7,19,55,28500,4
1125,2023-04-13,25,8,55,4800,4
4404,2023-11-01,6,20,55,24000,4
4471,2023-11-03,4,8,55,4800,4
120,2023-01-14,22,7,55,2800,5
1768,2023-06-10,2,10,55,9000,5
4494,2023-11-04,1,13,55,4550,5
1327,2023-05-01,24,8,55,4000,5
4710,2023-11-11,1,8,55,2800,4
5324,2023-12-01,9,5,55,3500,4
8228,2024-03-09,3,8,55,2000,4
8487,2024-03-18,4,7,55,4200,4
8906,2024-04-05,2,17,55,15300,4
658,2023-03-02,27,16,56,3200,4
1088,2023-04-09,26,9,56,8100,4
3238,2023-09-21,22,20,56,8000,4
4514,2023-11-04,10,20,56,36000,4
6000,2023-12-24,14,18,56,5760,5
9692,2024-07-05,4,19,56,11400,5
1262,2023-04-26,23,14,56,3500,5
2653,2023-09-02,24,16,56,8000,4
2677,2023-09-03,24,16,56,8000,5
3584,2023-10-02,4,15,56,9000,5
6154,2023-12-29,14,9,56,2880,5
6855,2024-01-23,4,10,56,6000,5
7285,2024-02-08,3,19,56,4750,5
7458,2024-02-13,4,13,56,7800,4
10006,2024-08-14,3,14,56,3500,5
1594,2023-05-25,26,8,56,7200,5
2077,2023-07-12,16,13,56,6500,4
3572,2023-10-01,24,5,56,2500,4
3780,2023-10-09,2,8,56,7200,4
3781,2023-10-09,2,10,56,9000,5
6239,2024-01-02,14,8,56,2560,5
18,2023-01-03,6,20,56,24000,5
5271,2023-11-30,8,19,56,14250,5
6086,2023-12-27,14,16,56,5120,5
9105,2024-04-29,1,14,56,4900,4
1258,2023-04-26,16,7,56,3500,5
3360,2023-09-25,22,5,56,2000,5
7742,2024-02-24,2,15,56,13500,4
298,2023-01-30,16,17,56,8500,5
6683,2024-01-17,3,13,56,3250,4
8030,2024-03-03,1,5,56,1750,4
9081,2024-04-25,4,11,56,6600,4
812,2023-03-15,9,16,57,11200,5
1310,2023-04-30,28,19,57,5700,4
1567,2023-05-23,1,15,57,5250,5
1580,2023-05-24,7,18,57,27000,4
1689,2023-06-03,20,14,57,11200,5
3658,2023-10-04,8,5,57,3750,4
4301,2023-10-28,1,14,57,4900,5
6289,2024-01-03,14,19,57,6080,5
6726,2024-01-19,2,6,57,5400,5
7092,2024-02-01,3,19,57,4750,5
7145,2024-02-03,4,16,57,9600,5
8691,2024-03-25,3,13,57,3250,5
9143,2024-05-02,1,20,57,7000,4
2031,2023-07-08,9,7,57,4900,5
2897,2023-09-10,21,11,57,7150,5
3086,2023-09-16,24,9,57,4500,4
4632,2023-11-08,5,19,57,8550,4
6089,2023-12-28,14,11,57,3520,4
6765,2024-01-20,3,17,57,4250,5
7375,2024-02-11,3,17,57,4250,5
7726,2024-02-23,4,18,57,10800,4
8672,2024-03-25,1,16,57,5600,4
13,2023-01-02,22,16,57,6400,5
228,2023-01-24,16,9,57,4500,5
665,2023-03-03,10,9,57,16200,5
1289,2023-04-28,15,14,57,4900,5
1671,2023-06-02,11,7,57,3850,4
3950,2023-10-14,9,14,57,9800,5
3118,2023-09-18,21,9,57,5850,5
3243,2023-09-21,22,16,57,6400,4
7917,2024-03-01,1,12,57,4200,4
3235,2023-09-21,22,20,57,8000,5
4763,2023-11-12,11,16,57,8800,5
8639,2024-03-24,1,18,57,6300,5
8367,2024-03-14,4,15,57,9000,4
9415,2024-05-30,3,5,57,1250,5
372,2023-02-05,28,6,58,1800,4
1461,2023-05-13,12,19,58,5700,5
4116,2023-10-21,7,16,58,24000,5
5712,2023-12-15,7,8,58,12000,5
5808,2023-12-18,10,5,58,9000,4
6175,2023-12-31,14,12,58,3840,4
7038,2024-01-30,3,10,58,2500,4
7562,2024-02-17,4,14,58,8400,5
8846,2024-03-31,2,20,58,18000,5
9602,2024-06-24,4,17,58,10200,5
9785,2024-07-19,4,12,58,7200,4
9834,2024-07-26,2,7,58,6300,4
611,2023-02-27,12,12,58,3600,4
924,2023-03-27,14,9,58,2880,5
3328,2023-09-24,21,8,58,5200,5
3371,2023-09-25,23,17,58,4250,4
3375,2023-09-25,24,7,58,3500,5
4211,2023-10-24,9,11,58,7700,4
5242,2023-11-29,8,15,58,11250,4
5330,2023-12-01,10,10,58,18000,4
6467,2024-01-09,14,13,58,4160,5
7191,2024-02-05,4,19,58,11400,5
7631,2024-02-20,1,15,58,5250,5
181,2023-01-20,3,6,58,1500,5
510,2023-02-19,10,9,58,16200,5
1489,2023-05-15,26,6,58,5400,5
1753,2023-06-08,14,18,58,5760,4
2304,2023-08-01,22,19,58,7600,5
2810,2023-09-07,24,14,58,7000,4
3443,2023-09-28,21,9,58,5850,5
4329,2023-10-28,11,8,58,4400,4
4808,2023-11-14,4,12,58,7200,4
5891,2023-12-21,14,20,58,6400,5
540,2023-02-22,2,11,58,9900,5
4006,2023-10-16,11,8,58,4400,5
8193,2024-03-08,2,11,58,9900,4
3169,2023-09-19,22,13,58,5200,4
4750,2023-11-12,6,15,58,18000,4
7578,2024-02-18,1,14,58,4900,5
3601,2023-10-02,21,7,58,4550,4
209,2023-01-23,16,19,59,9500,4
288,2023-01-30,1,20,59,7000,4
1275,2023-04-27,24,14,59,7000,5
1948,2023-07-01,9,11,59,7700,5
2442,2023-08-15,24,10,59,5000,5
2533,2023-08-25,24,8,59,4000,5
3259,2023-09-22,21,18,59,11700,5
3754,2023-10-07,8,15,59,11250,5
3911,2023-10-13,6,19,59,22800,5
4127,2023-10-22,1,13,59,4550,5
5433,2023-12-05,1,6,59,2100,4
7162,2024-02-04,3,20,59,5000,5
8381,2024-03-15,1,14,59,4900,4
8673,2024-03-25,1,14,59,4900,4
8788,2024-03-29,2,6,59,5400,4
8843,2024-03-31,2,12,59,10800,5
2917,2023-09-10,23,6,59,1500,4
2930,2023-09-10,24,14,59,7000,4
3898,2023-10-13,2,15,59,13500,5
5256,2023-11-30,2,12,59,10800,4
5383,2023-12-03,2,15,59,13500,5
6442,2024-01-08,14,12,59,3840,4
45,2023-01-05,20,7,59,5600,5
2048,2023-07-09,20,6,59,4800,5
2698,2023-09-04,24,18,59,9000,4
2780,2023-09-06,24,10,59,5000,4
2803,2023-09-07,24,16,59,8000,4
2910,2023-09-10,22,15,59,6000,5
4046,2023-10-18,8,16,59,12000,4
4906,2023-11-17,10,19,59,34200,5
5549,2023-12-09,2,18,59,16200,5
5942,2023-12-22,14,16,59,5120,4
5945,2023-12-23,14,6,59,1920,4
8150,2024-03-07,1,5,59,1750,5
275,2023-01-28,16,17,59,8500,5
2057,2023-07-10,16,12,59,6000,4
8480,2024-03-18,3,7,59,1750,5
9876,2024-08-01,4,18,59,10800,5
4284,2023-10-27,7,12,59,18000,5
4418,2023-11-01,10,15,59,27000,4
569,2023-02-24,5,20,60,9000,4
653,2023-03-02,21,15,60,9750,5
1164,2023-04-17,24,18,60,9000,4
2708,2023-09-04,24,17,60,8500,5
3568,2023-10-01,24,11,60,5500,4
3585,2023-10-02,6,10,60,12000,4
4572,2023-11-06,4,10,60,6000,5
6706,2024-01-18,3,20,60,5000,4
7139,2024-02-03,4,15,60,9000,5
8103,2024-03-05,3,17,60,4250,5
9893,2024-08-03,4,12,60,7200,4
10125,2024-08-31,4,13,60,7800,5
485,2023-02-16,4,11,60,6600,5
992,2023-04-02,4,12,60,7200,5
1080,2023-04-09,12,8,60,2400,5
1432,2023-05-10,11,10,60,5500,5
3290,2023-09-22,24,15,60,7500,5
3399,2023-09-26,23,17,60,4250,5
3606,2023-10-02,23,8,60,2000,5
5776,2023-12-17,11,14,60,7700,4
5873,2023-12-20,14,10,60,3200,5
7209,2024-02-06,2,16,60,14400,4
8079,2024-03-04,4,17,60,10200,4
10236,2024-09-14,1,10,60,3500,5
350,2023-02-03,7,8,60,12000,5
3974,2023-10-15,9,7,60,4900,4
4845,2023-11-15,4,18,60,10800,4
8321,2024-03-13,1,15,60,5250,5
9842,2024-07-27,2,9,60,8100,4
1485,2023-05-15,12,13,60,3900,5
6848,2024-01-23,3,9,60,2250,5
7420,2024-02-12,3,5,60,1250,4
5948,2023-12-23,14,15,60,4800,4
7835,2024-02-27,3,20,60,5000,4
489,2023-02-16,12,13,60,3900,5
1630,2023-05-29,9,11,60,7700,5
3514,2023-09-30,22,20,60,8000,4
5371,2023-12-02,10,12,60,21600,4
5964,2023-12-23,14,11,60,3520,4
2321,2023-08-03,24,20,61,10000,5
4084,2023-10-20,1,16,61,5600,4
4213,2023-10-24,9,18,61,12600,4
5600,2023-12-10,9,16,61,11200,5
5639,2023-12-12,5,18,61,8100,5
6736,2024-01-19,3,8,61,2000,5
6980,2024-01-28,3,15,61,3750,4
7082,2024-02-01,2,20,61,18000,5
7767,2024-02-25,2,6,61,5400,5
7980,2024-03-02,2,17,61,15300,5
8532,2024-03-20,1,9,61,3150,5
8982,2024-04-15,3,15,61,3750,5
250,2023-01-26,16,16,61,8000,5
933,2023-03-28,25,14,61,8400,5
2219,2023-07-24,24,20,61,10000,5
2554,2023-08-26,24,5,61,2500,5
3026,2023-09-14,24,10,61,5000,5
5490,2023-12-07,5,7,61,3150,5
5941,2023-12-22,14,18,61,5760,4
6422,2024-01-08,14,13,61,4160,4
8374,2024-03-15,1,11,61,3850,4
9533,2024-06-16,1,20,61,7000,5
9810,2024-07-23,2,20,61,18000,5
511,2023-02-19,12,14,61,4200,4
951,2023-03-30,9,20,61,14000,5
1720,2023-06-05,28,5,61,1500,4
2620,2023-09-01,24,9,61,4500,5
2678,2023-09-03,24,9,61,4500,5
3670,2023-10-05,4,20,61,12000,4
4664,2023-11-09,7,9,61,13500,5
6371,2024-01-06,14,16,61,5120,4
2222,2023-07-24,26,14,61,12600,5
6800,2024-01-21,3,5,61,1250,4
7395,2024-02-12,1,20,61,7000,5
8932,2024-04-09,2,7,61,6300,4
6335,2024-01-05,14,10,61,3200,5
6837,2024-01-23,2,19,61,17100,5
9077,2024-04-25,2,19,61,17100,4
95,2023-01-11,22,16,61,6400,5
400,2023-02-09,5,7,61,3150,5
385,2023-02-07,14,6,62,1920,4
1399,2023-05-08,9,12,62,8400,4
1456,2023-05-12,24,20,62,10000,5
1719,2023-06-05,28,15,62,4500,5
2381,2023-08-10,24,10,62,5000,5
2512,2023-08-22,24,19,62,9500,5
2790,2023-09-07,21,10,62,6500,5
2999,2023-09-13,24,18,62,9000,5
4187,2023-10-23,9,7,62,4900,4
5829,2023-12-19,9,15,62,10500,5
7783,2024-02-25,3,14,62,3500,5
8219,2024-03-09,2,20,62,18000,5
9921,2024-08-06,1,11,62,3850,4
1220,2023-04-23,4,13,62,7800,5
1257,2023-04-26,16,14,62,7000,5
4061,2023-10-19,4,10,62,6000,4
6850,2024-01-23,3,13,62,3250,4
7331,2024-02-10,1,14,62,4900,5
8024,2024-03-03,1,12,62,4200,5
8879,2024-04-02,3,9,62,2250,5
9859,2024-07-30,1,15,62,5250,5
102,2023-01-12,17,6,62,3600,4
1633,2023-05-29,20,5,62,4000,5
3817,2023-10-10,4,7,62,4200,5
6055,2023-12-26,14,18,62,5760,5
2202,2023-07-23,3,16,62,4000,5
3689,2023-10-05,9,18,62,12600,5
4586,2023-11-06,10,13,62,23400,4
6672,2024-01-17,2,15,62,13500,5
7779,2024-02-25,3,13,62,3250,5
8754,2024-03-28,2,6,62,5400,4
5550,2023-12-09,3,19,62,4750,4
3078,2023-09-16,22,16,62,6400,5
4755,2023-11-12,8,10,62,7500,4
5862,2023-12-20,14,19,62,6080,4
1600,2023-05-26,12,17,63,5100,5
1739,2023-06-07,2,5,63,4500,5
2448,2023-08-16,24,7,63,3500,5
3192,2023-09-19,24,19,63,9500,4
3583,2023-10-02,4,19,63,11400,5
3656,2023-10-04,8,11,63,8250,4
3977,2023-10-15,9,18,63,12600,4
5102,2023-11-24,7,11,63,16500,5
5240,2023-11-29,8,5,63,3750,5
6490,2024-01-10,14,6,63,1920,5
6994,2024-01-29,1,13,63,4550,5
8606,2024-03-23,1,7,63,2450,4
9287,2024-05-16,1,5,63,1750,4
9500,2024-06-12,1,8,63,2800,5
627,2023-03-01,6,7,63,8400,5
1443,2023-05-11,20,11,63,8800,5
2005,2023-07-05,24,19,63,9500,4
2038,2023-07-08,25,19,63,11400,5
3400,2023-09-26,23,13,63,3250,5
4848,2023-11-15,5,16,63,7200,5
7897,2024-02-29,3,14,63,3500,5
10014,2024-08-16,1,11,63,3850,4
124,2023-01-15,7,10,63,15000,4
919,2023-03-26,23,10,63,2500,5
2389,2023-08-10,24,11,63,5500,5
3303,2023-09-23,22,10,63,4000,5
3317,2023-09-23,24,7,63,3500,5
4577,2023-11-06,5,8,63,3600,4
5711,2023-12-15,6,5,63,6000,5
8186,2024-03-08,2,10,63,9000,4
8279,2024-03-11,3,11,63,2750,5
4981,2023-11-20,1,6,63,2100,5
7172,2024-02-04,4,15,63,9000,4
10147,2024-09-03,4,10,63,6000,4
7658,2024-02-21,2,12,63,10800,5
403,2023-02-09,11,18,64,9900,5
645,2023-03-02,7,11,64,16500,5
768,2023-03-11,14,17,64,5440,4
2652,2023-09-02,24,17,64,8500,4
2907,2023-09-10,22,11,64,4400,5
5866,2023-12-20,14,15,64,4800,4
7570,2024-02-18,1,14,64,4900,5
7902,2024-02-29,4,17,64,10200,5
8674,2024-03-25,1,9,64,3150,5
9126,2024-05-01,2,12,64,10800,4
9982,2024-08-12,3,13,64,3250,4
2028,2023-07-08,3,8,64,2000,5
2852,2023-09-09,21,16,64,10400,4
3643,2023-10-04,5,5,64,2250,4
4075,2023-10-19,8,10,64,7500,4
4412,2023-11-01,9,9,64,6300,4
6381,2024-01-06,14,5,64,1600,4
8195,2024-03-08,2,8,64,7200,5
8968,2024-04-13,3,8,64,2000,4
10038,2024-08-20,2,6,64,5400,5
10136,2024-09-03,1,18,64,6300,4
839,2023-03-17,24,13,64,6500,4
1226,2023-04-23,19,5,64,1500,4
2088,2023-07-13,22,7,64,2800,5
2253,2023-07-27,27,17,64,3400,5
3488,2023-09-29,22,13,64,5200,5
3553,2023-10-01,23,8,64,2000,5
9948,2024-08-08,4,10,64,6000,5
2445,2023-08-16,24,8,64,4000,5
2922,2023-09-10,23,5,64,1250,5
3515,2023-09-30,22,18,64,7200,5
8502,2024-03-19,1,8,64,2800,5
9937,2024-08-07,3,20,64,5000,5
3095,2023-09-17,22,7,64,2800,4
5521,2023-12-08,4,14,64,8400,4
9575,2024-06-22,1,12,64,4200,4
1761,2023-06-09,3,7,64,1750,4
5199,2023-11-28,2,20,64,18000,4
6212,2024-01-01,14,10,64,3200,5
7390,2024-02-11,4,19,64,11400,4
898,2023-03-24,11,20,65,11000,4
1011,2023-04-03,3,12,65,3000,4
1102,2023-04-11,4,19,65,11400,4
1462,2023-05-13,13,10,65,4500,5
1814,2023-06-14,19,5,65,1500,4
2017,2023-07-07,2,12,65,10800,5
2580,2023-08-28,24,8,65,4000,4
2840,2023-09-08,23,11,65,2750,5
4199,2023-10-24,4,15,65,9000,4
4871,2023-11-16,3,15,65,3750,4
6788,2024-01-21,2,15,65,13500,4
8041,2024-03-03,3,11,65,2750,5
9084,2024-04-26,1,8,65,2800,5
79,2023-01-10,8,8,65,6000,5
521,2023-02-20,15,13,65,4550,5
750,2023-03-10,10,11,65,19800,5
876,2023-03-21,27,5,65,1000,5
1414,2023-05-09,5,19,65,8550,4
1757,2023-06-08,19,8,65,2400,4
2516,2023-08-23,24,5,65,2500,4
3226,2023-09-21,21,12,65,7800,5
3765,2023-10-08,2,13,65,11700,4
4053,2023-10-18,11,19,65,10450,5
4237,2023-10-25,11,5,65,2750,5
4790,2023-11-13,8,17,65,12750,5
5007,2023-11-20,11,13,65,7150,5
5431,2023-12-04,11,6,65,3300,5
7626,2024-02-19,4,18,65,10800,5
8240,2024-03-10,1,17,65,5950,4
8387,2024-03-15,2,19,65,17100,4
8446,2024-03-17,2,20,65,18000,5
8463,2024-03-17,4,19,65,11400,5
9075,2024-04-25,2,8,65,7200,5
9675,2024-07-03,4,11,65,6600,5
10154,2024-09-04,3,8,65,2000,5
340,2023-02-02,7,20,65,30000,4
1081,2023-04-09,13,16,65,7200,4
