sale_id,sale_date,product_id,customer_id,rating,sat_tier,sale_year,sale_month_num,sale_month_name,sale_quarter,city_id_lookup,city_name,population,estimated_rent,city_rank,quantity,price,total_amount,calc_revenue,revenue_diff
397,08/02/2023,28,17,5,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,11,300,3300,3300,0
454,14/02/2023,2,17,5,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,11,900,9900,9900,0
1214,22/04/2023,22,17,4,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,11,400,4400,4400,0
3024,14/09/2023,24,17,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,5,500,2500,2500,0
5976,24/12/2023,14,17,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,14,320,4480,4480,0
6067,26/12/2023,14,17,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,20,320,6400,6400,0
6157,30/12/2023,14,17,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,10,320,3200,3200,0
6714,18/01/2024,4,17,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,14,600,8400,8400,0
1494,16/05/2023,17,17,4,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,10,600,6000,6000,0
2374,09/08/2023,24,17,4,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,7,500,3500,3500,0
6745,20/01/2024,1,17,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,12,350,4200,4200,0
7412,12/02/2024,2,17,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,9,900,8100,8100,0
8698,26/03/2024,1,17,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,12,350,4200,4200,0
23,03/01/2023,9,17,4,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,16,700,11200,11200,0
373,06/02/2023,9,17,5,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,10,700,7000,7000,0
788,13/03/2023,12,17,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,11,300,3300,3300,0
2866,09/09/2023,22,17,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,17,400,6800,6800,0
6387,07/01/2024,14,17,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,14,320,4480,4480,0
3388,26/09/2023,21,17,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,8,650,5200,5200,0
5364,02/12/2023,8,17,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,15,750,11250,11250,0
6284,03/01/2024,14,17,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,9,320,2880,2880,0
6602,14/01/2024,3,17,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,15,250,3750,3750,0
6774,20/01/2024,4,17,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,17,600,10200,10200,0
6842,23/01/2024,2,17,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,7,900,6300,6300,0
10342,26/09/2024,2,17,4,Satisfied (4-5),2024,9,September,3,1,Bangalore,12300000,29700,1,17,900,15300,15300,0
2177,21/07/2023,15,17,5,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,5,350,1750,1750,0
4264,27/10/2023,2,17,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,13,900,11700,11700,0
5015,21/11/2023,4,17,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,19,600,11400,11400,0
8492,19/03/2024,1,17,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,5,350,1750,1750,0
92,11/01/2023,12,18,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,15,300,4500,4500,0
196,22/01/2023,1,18,4,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,15,350,5250,5250,0
382,06/02/2023,26,18,4,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,12,900,10800,10800,0
782,12/03/2023,14,18,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,11,320,3520,3520,0
1614,27/05/2023,21,18,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,17,650,11050,11050,0
1929,29/06/2023,2,18,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,10,900,9000,9000,0
1953,01/07/2023,13,18,5,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,5,450,2250,2250,0
2765,06/09/2023,24,18,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,18,500,9000,9000,0
3442,28/09/2023,21,18,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,8,650,5200,5200,0
5114,25/11/2023,3,18,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,8,250,2000,2000,0
5196,28/11/2023,1,18,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,11,350,3850,3850,0
6922,26/01/2024,2,18,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,5,900,4500,4500,0
8048,03/03/2024,4,18,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,11,600,6600,6600,0
8280,11/03/2024,3,18,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,15,250,3750,3750,0
8382,15/03/2024,2,18,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,12,900,10800,10800,0
9920,05/08/2024,4,18,4,Satisfied (4-5),2024,8,August,3,1,Bangalore,12300000,29700,1,19,600,11400,11400,0
1718,05/06/2023,22,18,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,19,400,7600,7600,0
1902,25/06/2023,11,18,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,19,550,10450,10450,0
2483,19/08/2023,24,18,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,12,500,6000,6000,0
2559,27/08/2023,24,18,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,7,500,3500,3500,0
3405,26/09/2023,24,18,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,20,500,10000,10000,0
3536,01/10/2023,21,18,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,6,650,3900,3900,0
3973,15/10/2023,8,18,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,16,750,12000,12000,0
8535,20/03/2024,2,18,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,10,900,9000,9000,0
8766,28/03/2024,3,18,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,20,250,5000,5000,0
647,02/03/2023,8,18,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,13,750,9750,9750,0
1188,20/04/2023,13,18,4,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,15,450,6750,6750,0
1741,07/06/2023,3,18,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,19,250,4750,4750,0
3588,02/10/2023,7,18,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,11,1500,16500,16500,0
3702,06/10/2023,3,18,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,6,250,1500,1500,0
3807,09/10/2023,9,18,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,13,700,9100,9100,0
6057,26/12/2023,14,18,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,15,320,4800,4800,0
9371,25/05/2024,4,18,5,Satisfied (4-5),2024,5,May,2,1,Bangalore,12300000,29700,1,15,600,9000,9000,0
3015,14/09/2023,22,18,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,14,400,5600,5600,0
7313,09/02/2024,4,18,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,9,600,5400,5400,0
9222,09/05/2024,3,18,5,Satisfied (4-5),2024,5,May,2,1,Bangalore,12300000,29700,1,5,250,1250,1250,0
1437,10/05/2023,15,18,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,7,350,2450,2450,0
7311,09/02/2024,4,18,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,19,600,11400,11400,0
7634,20/02/2024,1,18,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,19,350,6650,6650,0
8164,07/03/2024,2,18,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,17,900,15300,15300,0
8506,19/03/2024,1,18,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,13,350,4550,4550,0
4706,10/11/2023,11,18,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,18,550,9900,9900,0
26,03/01/2023,16,19,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,16,500,8000,8000,0
206,23/01/2023,6,19,4,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,16,1200,19200,19200,0
1499,16/05/2023,25,19,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,17,600,10200,10200,0
2601,31/08/2023,24,19,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,6,500,3000,3000,0
6388,07/01/2024,14,19,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,8,320,2560,2560,0
6710,18/01/2024,3,19,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,17,250,4250,4250,0
10267,18/09/2024,3,19,4,Satisfied (4-5),2024,9,September,3,1,Bangalore,12300000,29700,1,8,250,2000,2000,0
515,20/02/2023,1,19,4,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,15,350,5250,5250,0
749,10/03/2023,8,19,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,14,750,10500,10500,0
1434,10/05/2023,13,19,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,15,450,6750,6750,0
3122,18/09/2023,21,19,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,9,650,5850,5850,0
4594,07/11/2023,2,19,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,5,900,4500,4500,0
5174,27/11/2023,5,19,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,10,450,4500,4500,0
5578,10/12/2023,1,19,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,17,350,5950,5950,0
8556,21/03/2024,2,19,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,18,900,16200,16200,0
9592,23/06/2024,2,19,4,Satisfied (4-5),2024,6,June,2,1,Bangalore,12300000,29700,1,7,900,6300,6300,0
2410,12/08/2023,24,19,4,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,15,500,7500,7500,0
3225,21/09/2023,21,19,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,11,650,7150,7150,0
6146,29/12/2023,14,19,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,12,320,3840,3840,0
741,09/03/2023,11,19,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,9,550,4950,4950,0
5477,07/12/2023,3,19,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,10,250,2500,2500,0
6789,21/01/2024,2,19,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,14,900,12600,12600,0
2036,08/07/2023,21,19,4,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,18,650,11700,11700,0
4393,01/11/2023,3,19,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,16,250,4000,4000,0
1407,08/05/2023,23,19,4,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,20,250,5000,5000,0
8211,09/03/2024,1,19,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,7,350,2450,2450,0
8315,12/03/2024,4,19,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,12,600,7200,7200,0
8767,28/03/2024,3,19,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,13,250,3250,3250,0
692,05/03/2023,6,20,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,13,1200,15600,15600,0
1608,26/05/2023,28,20,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,15,300,4500,4500,0
2347,06/08/2023,24,20,4,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,13,500,6500,6500,0
3705,06/10/2023,4,20,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,6,600,3600,3600,0
4357,30/10/2023,1,20,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,5,350,1750,1750,0
5701,14/12/2023,11,20,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,14,550,7700,7700,0
7106,02/02/2024,2,20,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,8,900,7200,7200,0
8972,14/04/2024,3,20,4,Satisfied (4-5),2024,4,April,2,1,Bangalore,12300000,29700,1,7,250,1750,1750,0
9756,15/07/2024,2,20,5,Satisfied (4-5),2024,7,July,3,1,Bangalore,12300000,29700,1,9,900,8100,8100,0
1127,13/04/2023,27,20,5,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,20,200,4000,4000,0
7896,29/02/2024,3,20,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,17,250,4250,4250,0
419,10/02/2023,7,20,5,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,6,1500,9000,9000,0
2613,01/09/2023,24,20,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,19,500,9500,9500,0
3370,25/09/2023,23,20,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,17,250,4250,4250,0
4108,21/10/2023,2,20,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,12,900,10800,10800,0
5010,20/11/2023,11,20,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,5,550,2750,2750,0
6449,09/01/2024,14,20,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,14,320,4480,4480,0
7316,09/02/2024,4,20,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,17,600,10200,10200,0
7346,10/02/2024,3,20,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,18,250,4500,4500,0
2663,02/09/2023,24,20,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,20,500,10000,10000,0
5001,20/11/2023,8,20,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,5,750,3750,3750,0
6703,18/01/2024,2,20,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,12,900,10800,10800,0
6924,26/01/2024,2,20,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,8,900,7200,7200,0
8997,16/04/2024,4,20,4,Satisfied (4-5),2024,4,April,2,1,Bangalore,12300000,29700,1,7,600,4200,4200,0
1186,20/04/2023,8,20,5,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,9,750,6750,6750,0
2583,29/08/2023,24,20,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,17,500,8500,8500,0
6328,05/01/2024,14,20,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,8,320,2560,2560,0
7497,15/02/2024,3,20,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,17,250,4250,4250,0
1695,04/06/2023,4,21,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,11,600,6600,6600,0
1807,14/06/2023,7,21,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,17,1500,25500,25500,0
3649,04/10/2023,6,21,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,13,1200,15600,15600,0
3737,07/10/2023,3,21,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,16,250,4000,4000,0
4392,01/11/2023,3,21,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,20,250,5000,5000,0
4957,19/11/2023,3,21,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,7,250,1750,1750,0
8857,31/03/2024,3,21,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,5,250,1250,1250,0
230,24/01/2023,17,21,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,6,600,3600,3600,0
1851,18/06/2023,26,21,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,18,900,16200,16200,0
4040,18/10/2023,5,21,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,20,450,9000,9000,0
5124,25/11/2023,7,21,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,5,1500,7500,7500,0
6558,13/01/2024,1,21,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,16,350,5600,5600,0
7668,21/02/2024,3,21,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,13,250,3250,3250,0
7710,23/02/2024,1,21,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,15,350,5250,5250,0
8275,11/03/2024,3,21,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,15,250,3750,3750,0
8428,16/03/2024,4,21,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,10,600,6000,6000,0
9576,22/06/2024,2,21,5,Satisfied (4-5),2024,6,June,2,1,Bangalore,12300000,29700,1,19,900,17100,17100,0
9865,31/07/2024,2,21,4,Satisfied (4-5),2024,7,July,3,1,Bangalore,12300000,29700,1,13,900,11700,11700,0
392,08/02/2023,16,21,4,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,12,500,6000,6000,0
1574,23/05/2023,19,21,4,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,12,300,3600,3600,0
1873,21/06/2023,24,21,4,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,16,500,8000,8000,0
2129,17/07/2023,22,21,5,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,5,400,2000,2000,0
2859,09/09/2023,22,21,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,6,400,2400,2400,0
3552,01/10/2023,23,21,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,11,250,2750,2750,0
4557,05/11/2023,9,21,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,11,700,7700,7700,0
4760,12/11/2023,9,21,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,17,700,11900,11900,0
4771,13/11/2023,3,21,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,13,250,3250,3250,0
5130,25/11/2023,10,21,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,10,1800,18000,18000,0
1105,11/04/2023,9,21,4,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,17,700,11900,11900,0
6557,13/01/2024,1,21,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,20,350,7000,7000,0
4353,29/10/2023,11,21,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,9,550,4950,4950,0
7224,06/02/2024,4,21,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,18,600,10800,10800,0
810,15/03/2023,5,21,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,13,450,5850,5850,0
5424,04/12/2023,9,21,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,12,700,8400,8400,0
549,22/02/2023,18,22,4,Satisfied (4-5),2023,2,February,1,1,Bangalore,12300000,29700,1,12,450,5400,5400,0
702,05/03/2023,21,22,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,11,650,7150,7150,0
907,25/03/2023,5,22,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,12,450,5400,5400,0
2740,05/09/2023,24,22,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,16,500,8000,8000,0
2841,08/09/2023,23,22,5,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,15,250,3750,3750,0
3139,18/09/2023,23,22,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,14,250,3500,3500,0
4118,21/10/2023,9,22,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,10,700,7000,7000,0
4150,22/10/2023,10,22,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,7,1800,12600,12600,0
6217,01/01/2024,14,22,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,14,320,4480,4480,0
6824,22/01/2024,3,22,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,9,250,2250,2250,0
7277,08/02/2024,3,22,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,16,250,4000,4000,0
9679,04/07/2024,4,22,4,Satisfied (4-5),2024,7,July,3,1,Bangalore,12300000,29700,1,15,600,9000,9000,0
10209,11/09/2024,4,22,5,Satisfied (4-5),2024,9,September,3,1,Bangalore,12300000,29700,1,5,600,3000,3000,0
1474,14/05/2023,18,22,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,18,450,8100,8100,0
1978,03/07/2023,1,22,4,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,9,350,3150,3150,0
2699,04/09/2023,24,22,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,7,500,3500,3500,0
4641,08/11/2023,11,22,4,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,19,550,10450,10450,0
5187,27/11/2023,9,22,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,20,700,14000,14000,0
5720,15/12/2023,11,22,4,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,9,550,4950,4950,0
6099,28/12/2023,14,22,5,Satisfied (4-5),2023,12,December,4,1,Bangalore,12300000,29700,1,5,320,1600,1600,0
6494,10/01/2024,14,22,5,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,16,320,5120,5120,0
7422,12/02/2024,3,22,4,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,5,250,1250,1250,0
7975,02/03/2024,1,22,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,14,350,4900,4900,0
8089,05/03/2024,1,22,4,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,13,350,4550,4550,0
8179,08/03/2024,1,22,5,Satisfied (4-5),2024,3,March,1,1,Bangalore,12300000,29700,1,8,350,2800,2800,0
260,27/01/2023,2,22,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,14,900,12600,12600,0
1365,04/05/2023,19,22,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,5,300,1500,1500,0
1430,10/05/2023,10,22,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,9,1800,16200,16200,0
1981,03/07/2023,5,22,4,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,13,450,5850,5850,0
2981,13/09/2023,21,22,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,14,650,9100,9100,0
3762,08/10/2023,2,22,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,14,900,12600,12600,0
4241,26/10/2023,2,22,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,15,900,13500,13500,0
635,01/03/2023,19,22,4,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,18,300,5400,5400,0
1027,04/04/2023,27,22,4,Satisfied (4-5),2023,4,April,2,1,Bangalore,12300000,29700,1,6,200,1200,1200,0
6322,04/01/2024,14,22,4,Satisfied (4-5),2024,1,January,1,1,Bangalore,12300000,29700,1,16,320,5120,5120,0
7189,05/02/2024,3,22,5,Satisfied (4-5),2024,2,February,1,1,Bangalore,12300000,29700,1,12,250,3000,3000,0
8908,05/04/2024,2,22,4,Satisfied (4-5),2024,4,April,2,1,Bangalore,12300000,29700,1,11,900,9900,9900,0
1640,30/05/2023,21,22,4,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,17,650,11050,11050,0
3783,09/10/2023,2,22,5,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,9,900,8100,8100,0
3788,09/10/2023,3,22,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,20,250,5000,5000,0
4505,04/11/2023,5,22,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,17,450,7650,7650,0
5112,25/11/2023,2,22,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,13,900,11700,11700,0
700,05/03/2023,18,22,5,Satisfied (4-5),2023,3,March,1,1,Bangalore,12300000,29700,1,19,450,8550,8550,0
3175,19/09/2023,22,22,4,Satisfied (4-5),2023,9,September,3,1,Bangalore,12300000,29700,1,7,400,2800,2800,0
4238,26/10/2023,1,22,4,Satisfied (4-5),2023,10,October,4,1,Bangalore,12300000,29700,1,20,350,7000,7000,0
219,24/01/2023,5,23,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,19,450,8550,8550,0
262,27/01/2023,6,23,5,Satisfied (4-5),2023,1,January,1,1,Bangalore,12300000,29700,1,9,1200,10800,10800,0
1636,30/05/2023,7,23,5,Satisfied (4-5),2023,5,May,2,1,Bangalore,12300000,29700,1,13,1500,19500,19500,0
1925,28/06/2023,24,23,5,Satisfied (4-5),2023,6,June,2,1,Bangalore,12300000,29700,1,17,500,8500,8500,0
2259,28/07/2023,16,23,4,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,10,500,5000,5000,0
2291,31/07/2023,13,23,4,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,16,450,7200,7200,0
2606,31/08/2023,24,23,5,Satisfied (4-5),2023,8,August,3,1,Bangalore,12300000,29700,1,10,500,5000,5000,0
4858,15/11/2023,9,23,5,Satisfied (4-5),2023,11,November,4,1,Bangalore,12300000,29700,1,16,700,11200,11200,0
9974,11/08/2024,2,23,5,Satisfied (4-5),2024,8,August,3,1,Bangalore,12300000,29700,1,9,900,8100,8100,0
10234,13/09/2024,4,23,4,Satisfied (4-5),2024,9,September,3,1,Bangalore,12300000,29700,1,15,600,9000,9000,0
2072,12/07/2023,7,23,5,Satisfied (4-5),2023,7,July,3,1,Bangalore,12300000,29700,1,18,1500,27000,27000,0
